Institution Name,Region,Institution Type,Country,Fiscal Year,Sub-Type
Central Bank of Luxembourg,Europe,Central Banks / Official Institutions,USD,FY15,
Central Bank of Botswana (Bank of Botswana),Europe,Central Banks / Official Institutions,USD,FY15,
Central Bank of Brazil,Americas,Central Banks / Official Institutions,USD,FY15,
Central Bank of Canada (Bank of Canada),Americas,Central Banks / Official Institutions,USD,FY15,
Central Bank of China ,Asia,Banks / Bank Treasuries / Corporates,USD,FY15,Bank
Central Bank of Cyprus,Europe,Central Banks / Official Institutions,USD,FY15,
Central Bank of Estonia (Bank of Estonia),Europe,Central Banks / Official Institutions,USD,FY15,
Central Bank of Guatemala,Americas,Central Banks / Official Institutions,USD,FY15,
Central Bank of Hungary (National Bank of Hungary),Europe,Central Banks / Official Institutions,USD,FY15,
Central Bank of India (Reserve Bank of India),Asia,Central Banks / Official Institutions,USD,FY15,
Central Bank of India (Reserve Bank of India),Asia,Central Banks / Official Institutions,USD,FY15,
Central Bank of India (Reserve Bank of India),Asia,Central Banks / Official Institutions,USD,FY15,
Central Bank of India (Reserve Bank of India),Asia,Central Banks / Official Institutions,USD,FY15,
Central Bank of Indonesia (Bank of Indonesia),Asia,Central Banks / Official Institutions,USD,FY15,
Central Bank of Jordan,Europe,Central Banks / Official Institutions,USD,FY15,
Central Bank of Korea (Bank of Korea),Asia,Central Banks / Official Institutions,USD,FY15,
Central Bank of Latvia,Europe,Central Banks / Official Institutions,USD,FY15,
Central Bank of Peru,Americas,Central Banks / Official Institutions,USD,FY15,
Central Bank of the Russian Federation,Europe,Central Banks / Official Institutions,USD,FY15,
Central Bank of Spain,Europe,Central Banks / Official Institutions,USD,FY15,
Central Bank of Spain,Europe,Central Banks / Official Institutions,USD,FY15,
Central Bank of Sri Lanka,Asia,Central Banks / Official Institutions,USD,FY15,
Central Bank of Thailand (Bank of Thailand),Asia,Central Banks / Official Institutions,USD,FY15,
Central Bank of Ukraine,Europe,Central Banks / Official Institutions,USD,FY15,
Chandler Asset Management Inc,US,Asset Managers / Pension / Insurance,USD,FY15,
CITY COUNTY OF DENVER,US,Central Banks / Official Institutions,USD,FY15,
City of Los Angeles,US,Central Banks / Official Institutions,USD,FY15,
CITY OF ONTARIO,US,Central Banks / Official Institutions,USD,FY15,
County of San Bernardino,US,Central Banks / Official Institutions,USD,FY15,
DB Account X6,Middle East and Africa,Central Banks / Official Institutions,USD,FY15,
DBS Bank (Hong Kong)  Ltd,Asia,Central Banks / Official Institutions,USD,FY15,
Deutsche A.M. New York,Europe,Banks / Bank Treasuries / Corporates,USD,FY15,Bank Treasuries
Dinosaur Securities,US,Asset Managers / Pension / Insurance,USD,FY15,
Donner & Reuschel AM,Europe,Asset Managers / Pension / Insurance,USD,FY15,
Export Development Canada,Americas,Central Banks / Official Institutions,USD,FY15,
FFA Private Bank,Middle East and Africa,Asset Managers / Pension / Insurance,USD,FY15,
FIDELITY INVESTMENTS,US,Asset Managers / Pension / Insurance,USD,FY15,
FISCHER FRANCIS TREES & WATTS,US,Asset Managers / Pension / Insurance,USD,FY15,
Fjarde AP-Fonden,Europe,Asset Managers / Pension / Insurance,USD,FY15,
Florida State Board of Administration,Asia,Central Banks / Official Institutions,USD,FY15,
RBC,Americas,Banks / Corporates,USD,FY10,Bank Treasuries
RBC London Trading,Americas,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
HSBC BANK,Europe,Banks / Bank Treasuries / Corporates,USD,FY15,Bank Treasuries
HSBC PRIVATE BANK ,Europe,Banks / Bank Treasuries / Corporates,USD,FY15,Bank Treasuries
Industrial and Commercial Bank of China,Asia,Central Banks / Official Institutions,USD,FY15,
INVESTEC ASSET MANAGEMENT LDN*S*,Europe,Asset Managers / Pension / Insurance,USD,FY15,
Jefferies Group LLC,Europe,Banks / Bank Treasuries / Corporates,USD,FY15,Bank
JP MORGAN PRIVATE BANKING NY,Europe,Asset Managers / Pension / Insurance,USD,FY15,
Korean Investment Corporation (KIC),Asia,Central Banks / Official Institutions,USD,FY15,
Liechtensteinische Landesbank,Europe,Asset Managers / Pension / Insurance,USD,FY15,
Lombard Odier,Europe,Asset Managers / Pension / Insurance,USD,FY15,
Magna Asset Management,Europe,Asset Managers / Pension / Insurance,USD,FY15,
Central Bank of Morocco (Bank Al-Maghrib),Middle East and Africa,Central Banks / Official Institutions,USD,FY15,
Nordic Investment Bank,Europe,Central Banks / Official Institutions,USD,FY15,
NORTHERN TRUST COMPANY,US,Asset Managers / Pension / Insurance,USD,FY15,
Pacific Investment Management Company (PIMCO),US,Asset Managers / Pension / Insurance,USD,FY15,
PFM ASSET MANAGEMENT LLC,US,Asset Managers / Pension / Insurance,USD,FY15,
PPM America Inc,US,Asset Managers / Pension / Insurance,USD,FY15,
PRUDENTIAL INV,US,Asset Managers / Pension / Insurance,USD,FY15,
R+V,Europe,Asset Managers / Pension / Insurance,USD,FY15,
Reserve Bank of Australia,Asia,Central Banks / Official Institutions,USD,FY15,
SAN DIEGO COUNTY TREASURER-TAX COLLECTOR,US,Central Banks / Official Institutions,USD,FY15,
City of San Diego,US,Central Banks / Official Institutions,USD,FY15,
County of Santa Clara,US,Central Banks / Official Institutions,USD,FY15,
Saudi Arabian Monetary Agency (SAMA),Middle East and Africa,Central Banks / Official Institutions,USD,FY15,
SG Ambros,US,Asset Managers / Pension / Insurance,USD,FY15,
SOCIETE GENERALE BANK & TRUST,Europe,Banks / Bank Treasuries / Corporates,USD,FY15,Bank Treasuries
Standard Chartered Bank,Europe,Banks / Bank Treasuries / Corporates,USD,FY15,Bank Treasuries
State Administration of Foreign Exchange (SAFE),Asia,Central Banks / Official Institutions,USD,FY15,
State of Kentucky,US,Central Banks / Official Institutions,USD,FY15,
State Street Global Advisors (SSGA),US,Asset Managers / Pension / Insurance,USD,FY15,
Central Bank of Finland (Bank of Finland),Europe,Central Banks / Official Institutions,USD,FY15,
The Royal Bank of Scotland International,Europe,Banks / Bank Treasuries / Corporates,USD,FY15,Bank Treasuries
Thomas Miller Investment Ltd,Europe,Asset Managers / Pension / Insurance,USD,FY15,
TIAA Cref,US,Asset Managers / Pension / Insurance,USD,FY15,
Travelers ,US,Asset Managers / Pension / Insurance,USD,FY15,
UBS GLOBAL ASSET MGMT US INC,Europe,Asset Managers / Pension / Insurance,USD,FY15,
UBS Private Bank,Europe,Asset Managers / Pension / Insurance,USD,FY15,
UBS Treasury,Europe,Asset Managers / Pension / Insurance,USD,FY15,
Vanguard,US,Asset Managers / Pension / Insurance,USD,FY15,
WELLS CAPITAL MANAGEMENT INC,US,Asset Managers / Pension / Insurance,USD,FY15,
Wharton Asset Management,Europe,Asset Managers / Pension / Insurance,USD,FY15,
xxx,Asia,Central Banks / Official Institutions,USD,FY15,
xxx,Asia,Central Banks / Official Institutions,USD,FY15,
ABBEY NATIONAL TREASURY SERVICES PLC,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Alaska Permanent Fund Corporation,Americas,Central Banks / Official Institutions,USD,FY16,
Asian Development Bank (Mandaluyong),Asia Pacific,Central Banks / Official Institutions,USD,FY16,
Atrium Investimentos,Europe,Asset Managers / Pension / Insurance,USD,FY16,
Banca Popolare Dell'Emilia Romagna,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
"BANCO BHD, S.A. .",Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Central Bank of Indonesia (Bank of Indonesia),Asia Pacific,Central Banks / Official Institutions,USD,FY16,
Central Bank of Canada (Bank of Canada),Americas,Central Banks / Official Institutions,USD,FY16,
Bank of China Hong Kong (BOCHK),Asia Pacific,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Bank of China Hong Kong (BOCHK),Asia Pacific,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Central Bank of Estonia (Bank of Estonia),Europe,Central Banks / Official Institutions,USD,FY16,
"Bank of Nova Scotia, The (Toronto Hq)",Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
"Bank of Yokohama Ltd, The (Yokohama)",Asia Pacific,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Bankhaus Lampe ,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Banque et Caisse d'Epargne de l'Etat (BCEE),Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Banque Syz & Co,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Barclays Capital,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
BMO Dublic Treasury,Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
BSI SA (Lugano),Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Capital Research and Management Company,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Central Bank of Austria,Europe,Central Banks / Official Institutions,USD,FY16,
Central Bank of Belgium (National Bank of Belgium),Europe,Central Banks / Official Institutions,USD,FY16,
Central Bank of Bermuda,Americas,Central Banks / Official Institutions,USD,FY16,
Central Bank of Cyprus,Europe,Central Banks / Official Institutions,USD,FY16,
Central Bank of Ghana,Middle East & Africa,Central Banks / Official Institutions,USD,FY16,
Central Bank of India (Reserve Bank of India),Asia Pacific,Central Banks / Official Institutions,USD,FY16,
Central Bank of Lithuania,Europe,Central Banks / Official Institutions,USD,FY16,
Central Bank of Portugal,Europe,Central Banks / Official Institutions,USD,FY16,
Ceska Narodni Banka,Europe,Central Banks / Official Institutions,USD,FY16,
"City & County of Denver, CO",Americas,Central Banks / Official Institutions,USD,FY16,
Conning Asset Management Co,Americas,Asset Managers / Pension / Insurance,USD,FY16,
DB Trading,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
De Nederlandsche Bank NV,Europe,Central Banks / Official Institutions,USD,FY16,
Dexia Banque International Luxembourg SA,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Donner & Reuschel Aktiengesellschaft,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Eagle Asset Management,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Element Capital Management LLC,Americas,Asset Managers / Pension / Insurance,USD,FY16,
European Bank for Reconstruction & Development,Europe,Central Banks / Official Institutions,USD,FY16,
Fidelity Management & Research Company,Americas,Asset Managers / Pension / Insurance,USD,FY16,
FIL Investment Management Limited,Europe,Asset Managers / Pension / Insurance,USD,FY16,
RBC Treasury,Americas,Banks / Bank Treasuries / Corporates,USD,FY15,Bank Treasuries
"Fischer Francis Trees & Watts, Inc.",Americas,Asset Managers / Pension / Insurance,USD,FY16,
RBC Treasury,Americas,Banks / Corporates,USD,FY16,Bank Treasuries
Hang Seng Investment Management Ltd,Asia Pacific,Asset Managers / Pension / Insurance,USD,FY16,
Hong Kong and Shanghai Banking Corporation Limited (The),Asia Pacific,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Hong Kong Monetary Authority (HKMA),Asia Pacific,Central Banks / Official Institutions,USD,FY16,
Hsbc Bank Canada (Toronto),Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
HSBC Bank PLC (London),Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Hyposwiss Private Bank Ltd,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
ICBC Treasury,Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Ing-Diba AG,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Intel Corporation,Americas,Banks / Bank Treasuries / Corporates,USD,FY16,
Intesa SanPaolo SpA,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Jyske Bank A/S,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
K&L Funds,Americas,Asset Managers / Pension / Insurance,USD,FY16,
KBC Bank NV (Bruxelles),Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
KLS Diversified Asset Management LP,Europe,Asset Managers / Pension / Insurance,USD,FY16,
Leumi,Middle East & Africa,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Lindisfarne Partners LLP,Europe,Asset Managers / Pension / Insurance,USD,FY16,
LJ Wells,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Lloyds TSB Bank Plc,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Magna,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Magyar Nemzeti Bank,Europe,Central Banks / Official Institutions,USD,FY16,
"Mariner Investment Group, LLC",Americas,Asset Managers / Pension / Insurance,USD,FY16,
Maxim International Ltd.,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Maxis Securities Limited,Europe,Asset Managers / Pension / Insurance,USD,FY16,
Merrio PW,Americas,Banks / Bank Treasuries / Corporates,USD,FY16,
Narodowy Bank Polski (National Bank of Poland),Europe,Central Banks / Official Institutions,USD,FY16,
Royal Bank of Canada,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Nissay Asset Mgmt,Asia Pacific,Asset Managers / Pension / Insurance,USD,FY16,
Oesterreichische Nationalbank,Europe,Central Banks / Official Institutions,USD,FY16,
Oevag,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank
Pacific Investment Management Company (PIMCO),Americas,Asset Managers / Pension / Insurance,USD,FY16,
Pharus Management SA Switzerland,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,
PPM America Inc,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Public Sector Pension Investment Board,Americas,Asset Managers / Pension / Insurance,USD,FY16,
R+V Versicherung AG,Europe,Asset Managers / Pension / Insurance,USD,FY16,
Raiffeisen Bank International AG (Vienna),Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Reserve Bank of Australia,Asia Pacific,Central Banks / Official Institutions,USD,FY16,
Royal Bank of Canada,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Royal Bank of Canada,Americas,Banks / Bank Treasuries / Corporates,USD,FY15,Bank Treasuries
San Mateo County,Americas,Central Banks / Official Institutions,USD,FY16,
Sky Capital Corp,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Standish Mellon AM,Europe,Asset Managers / Pension / Insurance,USD,FY16,
State Administration of Foreign Exchange (SAFE),Asia Pacific,Central Banks / Official Institutions,USD,FY16,
State of Alaska,Americas,Central Banks / Official Institutions,USD,FY16,
Central Bank of Finland (Bank of Finland),Europe,Central Banks / Official Institutions,USD,FY16,
Swedbank AB (publ),Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Swiss National Bank,Europe,Central Banks / Official Institutions,USD,FY16,
Teachers Advisors Inc,Americas,Asset Managers / Pension / Insurance,USD,FY16,
The Bank of Korea (APAC),Asia Pacific,Central Banks / Official Institutions,USD,FY16,
The Bank of Korea (APAC),Asia Pacific,Central Banks / Official Institutions,USD,FY16,
Royal Bank of Canada,Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Thomas Miller Investment (Isle of Man) Limited,Europe,Asset Managers / Pension / Insurance,USD,FY16,
True North Partners LLC,Americas,Asset Managers / Pension / Insurance,USD,FY16,
UBS AG,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Royal Bank of Canada,Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
UBS Global Asset Management (UK) Limited,Europe,Asset Managers / Pension / Insurance,USD,FY16,
Union National Bank PJSC,Middle East & Africa,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
United Overseas Bank Limited (SG),Asia Pacific,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Vanguard,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Vanguard Index,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Vanguard Total Return,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Virginia Retirement System,Americas,Asset Managers / Pension / Insurance,USD,FY16,
Royal Bank of Canada,Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Wharton,Americas,Asset Managers / Pension / Insurance,USD,FY16,
xxx,Asia Pacific,Central Banks / Official Institutions,USD,FY16,
xxx,Asia Pacific,Central Banks / Official Institutions,USD,FY16,
xxx,Asia Pacific,Central Banks / Official Institutions,USD,FY16,
Yokohama Shinkin Bank,Asia Pacific,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Alaska Permanent Fund Corporation,Americas,Central Banks / Official Institutions,USD,FY17,
ALM. BRAND A/S - COPENHAGEN,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
ASSET MANAGEMENT ONE COMPANY LIMITED - TOKYO,Asia,Asset Managers/Insurance/Pension Funds,USD,FY17,
AVS,Europe,Asset Managers/Insurance/Pension Funds,USD,FY17,
BANCA PROFILO,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
Central Bank of Phillipines (Bangko Sentral ng Pilipinas),Asia,Central Banks / Official Institutions,USD,FY17,
Central Bank of Bangladesh ,Asia,Central Banks / Official Institutions,USD,FY17,
BANK DEGROOF SA - BRUSSELS,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
BANK HAPOALIM BM,Middle East and Africa,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
BANK J. SAFRA SARASIN AG - BASEL,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
BANK LEUMI LE - ISRAEL BM,Middle East and Africa,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
Bank Negara Malaysia,Asia,Central Banks / Official Institutions,USD,FY17,
Central Bank of Canada (Bank of Canada),Americas,Central Banks / Official Institutions,USD,FY17,
BANK OF CHINA (HONG KONG) LIMITED - HONG KONG,Asia,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
BANK OF ENGLAND,Europe,Central Banks / Official Institutions,USD,FY17,
